Island,Site,Plot,SY,Date_Survey,Pore_water,Inside_plot,Survey_start,Survey_end,Personnel,Water_depth,Temp,DO_percent,DO_mg_L,Salinity_ppt,SPC,TDS,pH,Syringe_used,Notes,water_depth_below_zero,Salinity_ppt_above_70ppt,TDS_above_70ppt
St Thomas,Magens Bay,C,2022,11/30/2021,No,no,9:26,NA,"HAS, LU, LP, AND, KWG, AJH",10,26.6,37.1,2.94,7.85,13852,8432,,No,YSI done outside of plot at channel edge because there was no standing water in the plot. LARA seedlings at the channel edge. At 13.5 m transitions from red to white,,,
St Thomas,Magens Bay,C,2022,11/30/2021,No,no,9:26,NA,"HAS, LU, LP, AND, KWG, AJH",22,25.8,43.9,3.01,7.87,13599,8864,,No,YSI done outside of plot at channel edge because there was no standing water in the plot. LARA seedlings at the channel edge. At 13.5 m transitions from red to white,,,
St Thomas,Magens Bay,B,2022,2/24/2022,yes,yes,15:02,15:03,"AND, AJH, LU, KH",0,23.6,37.5,2.66,11.03,18605,12083,,no,pore water at site,,,
St Thomas,Magens Bay,A,2022,2/24/2022,yes,yes,15:15,15:20,"AND, LU, ZB",5,23.7,10.8,0.89,11.23,18763,12196,,no,puddle water at site,,,
St Thomas,Magens Bay,B,2022,2/24/2022,yes,yes,15:02,15:03,"AND, AJH, LU, KH",0,23.7,31.5,2.01,11.17,18820,12228,,no,pore water at site,,,
St Thomas,Magens Bay,B,2022,2/24/2022,no,no,15:08,15:11,"AND, AJH, LU, KH",7.8,23.1,38.3,2.8,11.22,18877,12255,,no,"pond water, site adjacent",,,
St Thomas,Magens Bay,B,2022,2/24/2022,no,no,15:08,15:11,"AND, AJH, LU, KH",3.9,24.4,44.3,3.4,11.24,18899,12285,,no,"pond water, site adjacent",,,
St Thomas,Magens Bay,B,2022,2/24/2022,no,no,15:08,15:11,"AND, AJH, LU, KH",9.6,24.5,45.5,3.26,11.23,18930,12305,,no,"pond water, site adjacent",,,
St Thomas,Magens Bay,B,2022,2/24/2022,yes,yes,15:02,15:03,"AND, AJH, LU, KH",0,24.2,20,,11.3,19055,12396,,yes,pore water at site,,,
St Thomas,Magens Bay,A,2022,2/24/2022,yes,yes,15:15,15:20,"AND, LU, ZB",6.7,23.5,22.8,1.72,14.34,19431,12629,,no,puddle water at site,,,
St Thomas,Magens Bay,C,2022,3/1/2022,no,no,9:15,9:20,"AND, ZB, LU",40.3,24.5,22.4,1.65,11.92,19987,12998,,no,"sampled in creek, no accessible pore water at site (dry)",,,
St Thomas,Magens Bay,C,2022,3/1/2022,no,no,9:15,9:20,"AND, ZB, LU",15.5,25.3,19.9,1.48,12.02,20141,13100,,no,"sampled in creek, no accessible pore water at site (dry)",,,
St Thomas,Magens Bay,A,2022,2/24/2022,yes,yes,15:15,15:20,"AND, LU, ZB",7,23.5,31,2.3,13.07,12738,14129,,no,puddle water at site,,,
St Thomas,Magens Bay,C,2023,8/11/2022,no,no,12:40,12:50,"AND, AJH",34.4,32.2,119.3,7.65,19.45,31935,20430,,no,"sampled from channel adjacent to site, no standing or pore water at site",,,
St Thomas,Magens Bay,C,2023,8/11/2022,no,no,12:40,12:50,"AND, AJH",130.2,31.5,88.4,5.73,19.62,31757,20746,,no,"sampled from channel adjacent to site, no standing or pore water at site, lost ruler; sampled in deep pocket",,,
St Thomas,Magens Bay,C,2023,8/11/2022,no,no,12:40,12:50,"AND, AJH",28.3,33.5,135.2,8.72,19.65,31890,20766,,no,"sampled from channel adjacent to site, no standing or pore water at site",,,
St Thomas,Magens Bay,C,2023,8/2/2023,NA,NA,NA,NA,NA,25,31.1,54.5,,21.61,34603,22491,,N,,,,
St Thomas,Magens Bay,C,2023,8/2/2023,NA,NA,NA,NA,NA,34,32.6,73.2,4.68,21.48,34687,22598,,N,,,,
St Thomas,Magens Bay,C,2023,8/2/2023,NA,NA,NA,NA,NA,15,34.2,80.4,4.78,21.94,35235,22938,,N,,,,
St Thomas,Magens Bay,B,2023,8/2/2023,NA,NA,NA,NA,NA,6,31.8,70.6,4.57,22.5,35949,23374,,N,,,,
St Thomas,Magens Bay,B,2023,8/2/2023,NA,NA,NA,NA,NA,3,30.4,30,1.98,22.75,36244,23563,,N,,,,
St Thomas,Magens Bay,B,2023,8/2/2023,NA,NA,NA,NA,NA,7,34.6,103.4,6.49,22.78,36477,23737,,N,,,,
St Thomas,Magens Bay,A,2023,8/2/2023,NA,NA,NA,NA,NA,0,,,,,,,,NA,NO WATER,,,
St Thomas,Magens Bay,A,2023,8/2/2023,NA,NA,NA,NA,NA,0,,,,,,,,NA,NO WATER,,,
St Thomas,Magens Bay,A,2023,8/2/2023,NA,NA,NA,NA,NA,0,,,,,,,,NA,NO WATER,,,
St Thomas,Mandahl Bay,C,2024,6/10/2024,,NA,9:45,NA,,15.5,30.3,102.1,6.28,36.95,55883,36322,8.04,N,,,,
St Thomas,Mandahl Bay,C,2024,6/10/2024,,NA,9:45,NA,,10,30.2,99.4,6.06,36.57,55469,36107,7.91,N,,,,
St Thomas,Mandahl Bay,C,2024,6/10/2024,,NA,9:45,NA,,10.8,29.2,70.2,4.25,36.75,55590,36046,7.8,N,,,,
St Thomas,Mandahl Bay,A,2024,6/7/2024,,NA,13:05,NA,,9.5,31.3,51.9,3,36.28,55067,35789,7.79,N,,,,
St Thomas,Mandahl Bay,B,2024,6/7/2024,,NA,10:45,NA,,14.3,29.1,50.1,3.05,36,54589,35498,7.76,N,sample cup,,,
St Thomas,Mandahl Bay,A,2024,6/7/2024,,NA,13:05,NA,,7.5,31.3,38.9,2.28,36.23,54994,35743,7.75,N,,,,
St Thomas,Mandahl Bay,B,2024,6/7/2024,,NA,10:45,NA,,22.1,29.3,57.5,3.3,36.04,54638,35514,7.74,N,sample cup,,,
St Thomas,Mandahl Bay,A,2024,6/7/2024,,NA,13:05,NA,,8.1,31.4,44.3,2.65,35.65,54381,35379,7.73,N,,,,
St Thomas,Mandahl Bay,C,2024,7/19/2024,,,11:21,NA,AND,16.8,31.7,17.4,1.04,20.67,33351,21694,7.57,N,,,,
St Thomas,Mandahl Bay,B,2024,6/7/2024,,NA,10:45,NA,,16.5,28.8,38.7,2.4,35.59,54027,35114,7.57,N,sample cup,,,
St Thomas,Mandahl Bay,B,2024,9/7/2024,,,NA,NA,"JC, JS",12,28.4,20.5,1.45,6.91,12151,7900,7.53,N,,,,
St Thomas,Mandahl Bay,C,2024,7/19/2024,,,11:21,NA,AND,14.3,31.8,14.7,0.91,20.77,33484,21803,7.52,N,,,,
St Thomas,Mandahl Bay,A,2024,9/7/2024,,,NA,NA,"SM, JC",9.5,27.1,23,1.67,3.76,6883,4474,7.49,N,,,,
St Thomas,Mandahl Bay,B,2024,9/7/2024,,,NA,NA,"JC, JS",25.5,28.8,18.1,1.25,6.86,12081,7854,7.49,N,,,,
St Thomas,Mandahl Bay,A,2024,9/7/2024,,,NA,NA,"SM, JC",13.5,27.1,22.1,1.25,3.54,6513,4233,7.48,N,,,,
St Thomas,Mandahl Bay,B,2024,9/7/2024,,,NA,NA,"JC, JS",25,29,18.5,1.32,7.03,12348,8028,7.45,N,,,,
St Thomas,Mandahl Bay,C,2024,7/19/2024,,,11:21,NA,AND,15.5,32.4,31,1.85,19.83,32058,20867,7.45,N,,,,
St Thomas,Mandahl Bay,A,2024,9/7/2024,,,NA,NA,"SM, JC",11.5,27,7.8,0.59,3.33,6148,3998,7.43,N,,,,
St Thomas,Mandahl Bay,B,2022,10/1/2021,No,yes,13:01,NA,"LU, LP, HAS, KH",7,31.2,75,5.5,0.23,450.7,305,,Yes,Sargassum in plot,,,
St Thomas,Mandahl Bay,A,2022,10/1/2021,No,yes,9:13,NA,"LU, LP, HAS, KH",1.4,28.1,32.2,2.56,0.33,545,505,,Yes,THPO in plot,,,
St Thomas,Mandahl Bay,A,2022,10/1/2021,No,yes,9:13,NA,"LU, LP, HAS, KH",7,29.7,49.1,,35.28,53635,34873,,Yes,THPO in plot,,,
St Thomas,Mandahl Bay,C,2023,8/23/2022,no,no,9:52,10:02,"AND, AJH, LP",17.2,30.5,74.2,4.56,35.39,53778,34965,,no,"site adjacent, no standing H2O in plot",,,
St Thomas,Mandahl Bay,B,2023,8/23/2022,no,no,10:29,10:35,"AND, AJH, LP",23.2,30.8,92.2,5.62,35.11,53782,35029,,no,"site adjacent, no standing H2O in plot",,,
St Thomas,Mandahl Bay,A,2023,8/23/2022,no,no,9:29,9:39,"AND, AJH, LP",10.5,29.9,67.1,4.17,35.69,54200,35224,,no,"site adjacent, no standing H2O in plot",,,
St Thomas,Mandahl Bay,B,2023,8/23/2022,no,no,10:29,10:35,"AND, AJH, LP",15,30.5,78.3,4.82,35.7,54268,35297,,no,"site adjacent, no standing H2O in plot",,,
St Thomas,Mandahl Bay,C,2023,8/23/2022,no,no,9:52,10:02,"AND, AJH, LP",30.5,30.8,76.5,4.67,35.81,54400,35357,,no,"site adjacent, no standing H2O in plot",,,
St Thomas,Mandahl Bay,A,2023,8/23/2022,no,no,9:29,9:39,"AND, AJH, LP",7,30.3,73.5,4.49,35.92,54505,35429,,no,"site adjacent, no standing H2O in plot",,,
St Thomas,Mandahl Bay,C,2023,8/23/2022,no,no,9:52,10:02,"AND, AJH, LP",12.8,30.4,67.1,4.12,35.99,54618,35502,,no,"site adjacent, no standing H2O in plot",,,
St Thomas,Mandahl Bay,B,2022,2/24/2022,no,no,13:00,13:10,"AND, AJH, LU, KH",8,27.6,90.5,5.82,36.25,54720,35509,,no,"pond water, site adjacent",,,
St Thomas,Mandahl Bay,A,2023,8/23/2022,no,no,9:29,9:39,"AND, AJH, LP",13.7,30,59.4,3.63,36.11,54751,35581,,no,"site adjacent, no standing H2O in plot",,,
St Thomas,Mandahl Bay,B,2023,8/23/2022,no,no,10:29,10:35,"AND, AJH, LP",20.3,30.1,62.8,3.84,36.23,54912,35688,,no,"site adjacent, no standing H2O in plot",,,
St Thomas,Mandahl Bay,B,2022,2/24/2022,no,no,13:00,13:10,"AND, AJH, LU, KH",16,27.5,91.3,5.87,36.27,54885,35694,,no,"pond water, site adjacent",,,
St Thomas,Mandahl Bay,A,2022,10/1/2021,No,yes,9:13,NA,"LU, LP, HAS, KH",6,29.5,48.6,3.03,36.29,54970,35736,,No,THPO in plot,,,
St Thomas,Mandahl Bay,B,2022,2/24/2022,no,no,13:00,13:10,"AND, AJH, LU, KH",26,27.6,97.6,6.24,36.38,55005,35740,,no,"pond water, site adjacent",,,
St Thomas,Mandahl Bay,C,2022,2/24/2022,no,no,13:56,13:59:00,"AND, AJH, LU, KH",36.9,26.7,111.9,7.4,36.39,55026,35781,,no,"pond water, site adjacent",,,
St Thomas,Mandahl Bay,C,2022,10/12/2021,No,yes,9:01,NA,"LU, LP, HAS, KH",8.5,28.3,51.9,3.31,36.4,55067,35799,,No,"Lots of LARA seedlings and saplings, RHMA saplings, old LARA with exposed roots, rusted out collapsed culvert, THPO in plot",,,
St Thomas,Mandahl Bay,B,2022,10/1/2021,No,yes,13:01,NA,"LU, LP, HAS, KH",33,31.7,91,5.48,36.3,55105,35817,,Yes,Sargassum in plot,,,
St Thomas,Mandahl Bay,C,2022,10/12/2021,No,yes,9:01,NA,"LU, LP, HAS, KH",6.3,28.4,58.3,3.7,36.44,55119,35827,,No,"Lots of LARA seedlings and saplings, RHMA saplings, old LARA with exposed roots, rusted out collapsed culvert, THPO in plot",,,
St Thomas,Mandahl Bay,C,2022,2/24/2022,no,no,13:56,13:59:00,"AND, AJH, LU, KH",42,26.5,108.3,7.32,36.49,55120,35829,,no,"pond water, site adjacent",,,
St Thomas,Mandahl Bay,B,2022,10/1/2021,No,yes,13:01,NA,"LU, LP, HAS, KH",11.6,30.8,60.6,3.68,36.39,55156,35852,,Yes,Sargassum in plot,,,
St Thomas,Mandahl Bay,C,2022,2/24/2022,no,no,13:56,13:59:00,"AND, AJH, LU, KH",44.8,26.6,112.9,7.56,36.53,55773,35866,,no,"pond water, site adjacent",,,
St Thomas,Mandahl Bay,A,2022,2/24/2022,no,no,13:40,13:49,"AND, AJH, LU, KH",19,26.7,124.5,8.15,36.55,55177,35875,,no,"pond water, site adjacent",,,
St Thomas,Mandahl Bay,A,2022,2/24/2022,no,no,13:40,13:49,"AND, AJH, LU, KH",12.7,26.3,111.9,7.4,36.63,55360,35935,,no,"pond water, site adjacent",,,
St Thomas,Mandahl Bay,A,2022,2/24/2022,no,no,13:40,13:49,"AND, AJH, LU, KH",12.5,25.6,107.8,7.32,36.6,55307,35965,,no,"pond water, site adjacent",,,
St Thomas,Mandahl Bay,C,2024,7/28/2024,NA,NA,NA,NA,"JS, KH, DG",15.8,30.9,133.8,8.14,37.58,56823,36969,,N,,,,
St Thomas,Mandahl Bay,C,2024,7/28/2024,NA,NA,NA,NA,"JS, KH, DG",37,31,107.9,6.55,37.64,56883,36983,,N,,,,
St Thomas,Mandahl Bay,B,2024,7/28/2024,NA,NA,NA,NA,"JS, KH, DG",6,30.4,93.6,5.73,37.83,57084,37107,,N,DEPTH ESTIMATED,,,
St Thomas,Mandahl Bay,B,2024,7/28/2024,NA,NA,NA,NA,"JS, KH, DG",6,30.5,98.9,6.03,37.84,57097,37113,,N,DEPTH ESTIMATED,,,
St Thomas,Mandahl Bay,B,2024,7/28/2024,NA,NA,NA,NA,"JS, KH, DG",6,30.1,88.9,5.43,37.88,57149,37164,,N,DEPTH ESTIMATED,,,
St Thomas,Mandahl Bay,A,2024,7/28/2024,NA,NA,NA,NA,"JS, KH, DG",9,30.5,84.1,5.14,37.89,57169,37164,,N,,,,
St Thomas,Mandahl Bay,A,2024,7/28/2024,NA,NA,NA,NA,"JS, KH, DG",4,30.5,98.3,5.99,38.02,57332,37267,,N,,,,
St Thomas,Mandahl Bay,A,2024,7/28/2024,NA,NA,NA,NA,"JS, KH, DG",8.5,30.5,84.7,5.17,38.06,57281,37280,,N,,,,
St Thomas,Mandahl Bay,C,2024,7/28/2024,NA,NA,NA,NA,"JS, KH, DG",6,30.6,91.8,5.55,38.29,57704,37510,,N,,,,
St Thomas,Mandahl Bay,C,2022,10/12/2021,No,yes,9:01,NA,"LU, LP, HAS, KH",4.3,28.4,59,3.74,36.42,55135,,,No,"Lots of LARA seedlings and saplings, RHMA saplings, old LARA with exposed roots, rusted out collapsed culvert, THPO in plot",,,
St Thomas,Mandahl Bay,C,2023,11/21/2022,NA,NA,NA,NA,"TNT, KH",9.5,27.5,,,35,,,,N,NO YSI,,,
St Thomas,Mandahl Bay,B,2023,11/21/2022,NA,NA,NA,NA,"TNT, KH",7.5,28.8,,,35,,,,N,,,,
St Thomas,Mandahl Bay,B,2023,11/21/2022,NA,NA,NA,NA,"TNT, KH",5.5,28.8,,,35,,,,N,NO YSI,,,
St Thomas,Mandahl Bay,B,2023,11/21/2022,NA,NA,NA,NA,"TNT, KH",2.5,29,,,35,,,,N,,,,
St Thomas,Mandahl Bay,C,2023,11/21/2022,NA,NA,NA,NA,"TNT, KH",2.5,27.8,,,35,,,,N,NO YSI,,,
St Thomas,Mandahl Bay,A,2023,11/21/2022,NA,NA,NA,NA,"TNT, KH",9.2,27.2,,,34,,,,N,NO YSI,,,
St Thomas,Mandahl Bay,A,2023,11/21/2022,NA,NA,NA,NA,"TNT, KH",7.5,27.2,,,34,,,,N,NO YSI,,,
St Thomas,Mandahl Bay,C,2023,11/21/2022,NA,NA,NA,NA,"TNT, KH",6.7,27.6,,,33,,,,N,NO YSI,,,
St Thomas,Mandahl Bay,A,2023,11/21/2022,NA,NA,NA,NA,"TNT, KH",2.1,27.1,,,32,,,,N,NO YSI,,,
St John,Mary Creek,C,2023,2/23/2023,NA,NA,NA,NA,,15.2,26.8,117.9,7.76,37.11,55968,36879,8.18,N,,,,
St John,Mary Creek,C,2023,2/23/2023,NA,NA,NA,NA,,15,27.5,118.1,7.63,37.58,56659,36812,8.16,N,,,,
St John,Mary Creek,C,2023,2/23/2023,NA,NA,NA,NA,,15.2,26.7,110.6,7.27,37.24,56138,,8.14,N,,,,
St John,Mary Creek,A,2023,2/23/2023,NA,NA,NA,NA,,6.3,31.6,156.9,8.41,64.68,90945,59101,8.03,N,OUTSIDE OF THE PLOT IN CHANNEL,,,
St John,Mary Creek,A,2023,2/23/2023,NA,NA,NA,NA,,6,31.3,151.5,8.01,64.72,90936,59130,8.02,N,OUTSIDE OF THE PLOT IN CHANNEL,,,
St John,Mary Creek,A,2023,2/23/2023,NA,NA,NA,NA,,6.5,31.6,157.6,8.28,64.81,91056,59196,8.02,N,OUTSIDE OF THE PLOT IN CHANNEL,,,
St John,Mary Creek,C,2024,8/9/2024,,,,,,24.5,31.3,120.6,7.3,35.99,54679,35540,7.97,N,,,,
St John,Mary Creek,C,2024,8/9/2024,,,,,,28.6,31.5,121.2,7.39,36,54678,35542,7.96,N,"HM, DG",,,
St John,Mary Creek,A,2023,8/23/2023,NA,NA,NA,NA,"LU, LB",13,38.2,205.3,10.53,50.24,73630,47841,7.96,N,,,,
St John,Mary Creek,C,2023,8/23/2023,NA,NA,NA,NA,"LU, LB",6.3,37.6,141.5,7.44,45.44,67402,43771,7.95,N,,,,
St John,Mary Creek,A,2023,8/23/2023,NA,NA,NA,NA,"LU, LB",8,36.9,172.6,8.97,49.23,72375,47054,7.94,N,,,,
St John,Mary Creek,C,2024,8/9/2024,,,,,,21.5,31.6,118.6,7.2,35.98,54677,35542,7.9,N,,,,
St John,Mary Creek,C,2023,8/23/2023,NA,NA,NA,NA,"LU, LB",5.8,37.2,128.5,6.72,46.08,68290,44385,7.89,N,,,,
St John,Mary Creek,A,2023,8/23/2023,NA,NA,NA,NA,"LU, LB",7,36.9,135.1,7.03,49.6,72772,47285,7.89,N,,,,
St John,Mary Creek,B,2023,8/23/2023,NA,NA,NA,NA,"LU, LB",9,35.1,106.3,5.75,46.56,68768,44691,7.88,N,,,,
St John,Mary Creek,B,2023,8/23/2023,NA,NA,NA,NA,"LU, LB",10,35.8,112.5,6.04,46.63,68890,44777,7.88,N,,,,
St John,Mary Creek,C,2023,8/23/2023,NA,NA,NA,NA,"LU, LB",6.2,36.2,107,5.69,46.42,68664,44631,7.86,N,,,,
St John,Mary Creek,B,2023,8/23/2023,NA,NA,NA,NA,"LU, LB",9,35,108.4,5.87,46.85,69137,44928,7.86,N,,,,
St John,Mary Creek,B,2024,8/9/2024,,,,,,20.5,32.6,97.8,5.83,31.26,48443,31401,7.73,N,,,,
St John,Mary Creek,B,2024,8/9/2024,,,,,,25.3,33,79.7,4.85,31.25,48336,31403,7.68,N,,,,
St John,Mary Creek,B,2024,8/9/2024,,,,,,17.2,32.6,94.6,5.8,31.22,48376,31418,7.63,N,,,,
St John,Mary Creek,A,2024,8/9/2024,,,,,,6,32.3,74.4,4.58,31.06,47995,31200,7.62,N,,,,
St John,Mary Creek,A,2024,8/9/2024,,,,,,12.3,31.9,64.4,4,31,47898,31135,7.57,N,,,,
St John,Mary Creek,A,2024,8/9/2024,,,,,,12.3,31.8,77.1,4.78,31.01,48039,31233,7.57,N,,,,
St John,Mary Creek,A,2023,9/1/2022,no,yes,15:32,15:42,"AND, AJH, KH",4,34,86.6,5.39,15.79,36287,23666,,yes,standing water in plot,,,
St John,Mary Creek,C,2023,9/1/2022,no,yes,15:06,15:16,"AND, AJH, KH",1,30.9,102,6.75,23.84,37014,23758,,yes,standing water in plot,,,
St John,Mary Creek,C,2023,9/1/2022,no,yes,15:06,15:16,"AND, AJH, KH",2,32.8,101.3,5.88,39.65,59633,33773,,yes,standing water in plot,,,
St John,Mary Creek,C,2023,9/1/2022,no,yes,15:06,15:16,"AND, AJH, KH",1,29.6,67.7,3.92,37.93,57225,37209,,yes,standing water in plot,,,
St John,Mary Creek,B,2023,9/1/2022,no,yes,15:21,15:28,"AND, AJH, KH",7,33.9,100.3,5.53,45.69,67578,43924,,no,standing water in plot,,,
St John,Mary Creek,B,2023,9/1/2022,no,yes,15:21,15:28,"AND, AJH, KH",16,33.7,113.7,6.31,46.2,68243,44388,,no,standing water in plot,,,
St John,Mary Creek,B,2023,9/1/2022,no,yes,15:21,15:28,"AND, AJH, KH",16,33.3,116.9,6.5,46.35,68637,44726,,no,standing water in plot,,,
St John,Mary Creek,A,2023,9/1/2022,no,yes,15:32,15:42,"AND, AJH, KH",9,34.3,104.6,5.68,16.1,70288,45684,,yes,standing water in plot,,,
St John,Mary Creek,A,2023,9/1/2022,no,yes,15:32,15:42,"AND, AJH, KH",6,34.9,108.4,5.84,16,70456,45795,,yes,standing water in plot,,,
St John,Mary Creek,B,2022,4/5/2022,no,no,10:20,10:25,"KWG, AND, LU, LP, KH",7.9,32.8,163.2,7.48,85.84,115168,74897,,no,"samples from narrow salt pond NW of plot, fish kill",,,
St John,Mary Creek,A,2022,4/5/2022,no,no,10:20,10:25,"KWG, AND, LU, LP, KH",11.9,33,172.5,7.78,87.39,116960,76028,,no,"samples from narrow salt pond NW of plot, fish kill",,,
St John,Mary Creek,A,2022,4/5/2022,no,no,10:20,10:25,"KWG, AND, LU, LP, KH",7,34,207.6,9.18,87.96,117656,76470,,no,"samples from narrow salt pond NW of plot, fish kill",,,
St John,Mary Creek,B,2022,4/5/2022,no,no,9:15,9:20,"KWG, AND, LU, LP, KH",2.9,28.4,123.3,5.96,85.9,115119,74888,,no,"samples from narrow salt pond N of plot, fish kill",,,
St John,Mary Creek,B,2022,4/5/2022,no,no,9:15,9:20,"KWG, AND, LU, LP, KH",5,28.8,133,6.33,87.84,117242,76218,,no,"samples from narrow salt pond N of plot, fish kill",,,
St John,Mary Creek,C,2022,4/5/2022,no,no,9:15,9:20,"KWG, AND, LU, LP, KH",4.5,28.9,132.1,6.3,87.62,116981,76032,,no,"samples from narrow salt pond N of plot, fish kill",,,
St John,Mary Creek,C,2022,4/5/2022,no,no,11:00,11:24,"KWG, AND, LU, LP, KH",8.4,34.3,155.2,6.88,87.29,117075,76228,,no,"samples from narrow salt pond E of plot, fish kill",,,
St John,Mary Creek,A,2022,4/5/2022,no,no,11:00,11:24,"KWG, AND, LU, LP, KH",7,34.6,170.2,7.39,90,120040,78045,,no,"samples from narrow salt pond E of plot, fish kill",,,
St John,Mary Creek,C,2022,4/5/2022,no,no,11:00,11:24,"KWG, AND, LU, LP, KH",2.7,34.8,169.6,9.37,87.58,117037,76240,,no,"samples from narrow salt pond E of plot, fish kill",,,
St Thomas,Perseverance Bay,A,2024,6/12/2024,no,NA,NA,NA,"DG, JC",30.6,31.9,30.6,2.09,8.36,14545,9453,7.33,N,,,,
St Thomas,Perseverance Bay,A,2024,6/12/2024,no,NA,NA,NA,"DG, JC",40.2,30.6,15.5,1.03,8.42,14672,9484,7.23,N,,,,
St Thomas,Perseverance Bay,A,2024,6/12/2024,no,NA,NA,NA,"DG, JC",30.6,30.9,33.2,2.16,8.33,14506,9439,7.19,N,,,,
St Thomas,Perseverance Bay,C,2024,6/12/2024,no,NA,NA,NA,"HM, DG",40.2,31.4,28.1,4.8,8.56,14883,9689,7.38,N,,,,
St Thomas,Perseverance Bay,C,2024,6/12/2024,no,NA,NA,NA,"HM, DG",47,31.7,36.5,2.01,8.52,14819,9650,7.42,N,,,,
St Thomas,Perseverance Bay,C,2024,6/12/2024,no,NA,NA,NA,"HM, DG",51,31.6,24.7,1.21,8.63,14974,9683,7.32,N,,,,
St Thomas,Perseverance Bay,B,2024,6/12/2024,no,NA,NA,NA,"HM, DG",40.4,32.1,30.4,2.16,8.44,14669,9535,7.34,N,,,,
St Thomas,Perseverance Bay,B,2024,6/12/2024,no,NA,NA,NA,"HM, DG",47,32.2,42,2.34,8.62,14303,9606,7.31,N,,,,
St Thomas,Perseverance Bay,B,2024,6/12/2024,no,NA,NA,NA,"HM, DG",45,32.5,41.6,2.82,8.34,14644,9534,7.33,N,,,,
St Thomas,Perseverance Bay,A,2022,9/23/2021,no,yes,10:10,NA,"KWG, KH, HAS",22,29.9,32.5,2,10.76,18325,11883,,No,,,,
St Thomas,Perseverance Bay,A,2022,9/23/2021,no,yes,10:10,NA,"KWG, KH, HAS",24.4,29,36.2,2.6,10.83,18338,11923,,No,,,,
St Thomas,Perseverance Bay,A,2022,9/23/2021,no,yes,10:10,NA,"KWG, KH, HAS",25,29.1,30.2,2.18,10.91,18526,12033,,No,,,,
St Thomas,Perseverance Bay,C,2022,9/23/2021,no,yes,15:13,NA,"KWG, KH, HAS",24,34.5,99.5,6.51,10.92,18627,12139,,No,,,,
St Thomas,Perseverance Bay,C,2022,9/23/2021,no,yes,15:13,NA,"KWG, KH, HAS",25.5,34.5,100.5,6.61,10.92,18698,12151,,No,,,,
St Thomas,Perseverance Bay,C,2022,9/23/2021,no,yes,15:13,NA,"KWG, KH, HAS",23,34.4,101.5,6.76,10.98,18769,12198,,No,,,,
St Thomas,Perseverance Bay,B,2022,9/23/2021,no,yes,13:40,NA,"KWG, KH, HAS",31,36.4,132.9,8.53,11.03,18890,12275,,No,,,,
St Thomas,Perseverance Bay,B,2022,9/23/2021,no,yes,13:40,NA,"KWG, KH, HAS",17.5,35.6,126.3,8.15,10.91,18859,12286,,No,,,,
St Thomas,Perseverance Bay,B,2022,9/23/2021,no,yes,13:40,NA,"KWG, KH, HAS",31,35.8,126.3,8.2,11.12,19119,12419,,No,,,,
St Thomas,Perseverance Bay,A,2023,9/8/2022,no,yes,8:49,9:00,"LU, LP, AND",10.2,29.3,21.2,1.46,15.55,25629,16659,,no,standing water in plot,,,
St Thomas,Perseverance Bay,A,2023,9/8/2022,no,yes,8:49,9:00,"LU, LP, AND",13,30.5,34.2,2.33,15.57,25693,16698,,no,standing water in plot,,,
St Thomas,Perseverance Bay,C,2023,9/8/2022,no,yes,9:55,10:05,"LU, LP, AND",14.4,32.1,55.2,3.68,16.04,26447,17191,,no,standing water in plot,,,
St Thomas,Perseverance Bay,C,2023,9/8/2022,no,yes,9:55,10:05,"LU, LP, AND",15.2,32.1,59.7,3.96,16.57,27253,17717,,no,standing water in plot,,,
St Thomas,Perseverance Bay,C,2023,9/8/2022,no,yes,9:55,10:05,"LU, LP, AND",16,31.9,69.4,4.6,16.65,27355,17781,,no,standing water in plot,,,
St Thomas,Perseverance Bay,A,2023,9/8/2022,no,yes,8:49,9:00,"LU, LP, AND",21.3,30.9,39.6,2.63,7.61,28726,18675,,no,standing water in plot,,,
St Thomas,Perseverance Bay,B,2023,9/8/2022,no,yes,9:16,9:26,"LU, LP, AND",14,29.6,38.9,2.61,17.66,28782,18706,,no,standing water in plot,,,
St Thomas,Perseverance Bay,B,2023,9/8/2022,no,yes,9:16,9:26,"LU, LP, AND",12.7,30.9,32.2,2.11,18.11,29507,19183,,no,standing water in plot,,,
St Thomas,Perseverance Bay,A,2022,3/17/2022,no,yes,14:10,14:20,"AJH, LU, AND",10.5,32.5,114.7,7.56,18.1,29560,19202,,no,in the plot,,,
St Thomas,Perseverance Bay,B,2023,9/8/2022,no,yes,9:16,9:26,"LU, LP, AND",13.1,30.8,42.1,2.82,17.09,29571,19222,,no,standing water in plot,,,
St Thomas,Perseverance Bay,A,2022,3/17/2022,no,yes,14:10,14:20,"AJH, LU, AND",8,31,,,18.34,29836,19393,,no,in the plot,,,
St Thomas,Perseverance Bay,A,2022,3/17/2022,no,yes,14:10,14:20,"AJH, LU, AND",6,30.8,63,4.22,18.65,30270,19681,,no,in the plot,,,
St Thomas,Perseverance Bay,C,2022,3/17/2022,no,yes,14:45,14:59,"AJH, LU, AND",5.5,30.6,109.5,7.42,18.92,30668,19916,,no,in the plot,,,
St Thomas,Perseverance Bay,C,2022,3/17/2022,no,yes,14:45,14:59,"AJH, LU, AND",8,31.6,123.4,8.81,19.25,31217,20287,,no,in the plot,,,
